Monkey,Day,Amp2,Width2,Freq2,Dur2,Active_Channels,Return_Channels,Freq1,Dur1,Dimension,Fixed_Param_Value,Date,Threshold,width,lambda,gamma,beta,location_CI_95,width_CI_95,lambda_CI_95,gamma_CI_95,beta_CI_95,location_CI_5,width_CI_5,lambda_CI_5,gamma_CI_5,beta_CI_5,Experiment Type,Reference Amplitude (μA),Reference Pulse Width (μs),Reference Charge (nC),Amplitude (μA),Pulse Width (μs),Threshold_Charge_nC,Difference Threshold (nC),Weber_Fraction
Y,521,200,200,50,200,15,16,50,200,Amp,200,8/14/2017,202.9889477,64.35296675,1.35E-11,2.42E-07,6.12E-10,187.5214881,37.55905583,0.000506463,0.002623498,0.002407657,213.8632143,120.0612503,0.068217119,0.312861688,0.275948809,Discrimination,200,200,40,202.9889477,200,40.59778954,0.597789537,0.014944738
Y,521,400,200,50,200,15,16,50,200,Amp,200,8/14/2017,422.0781013,173.3424951,1.20E-12,1.11E-07,1.38E-12,400.3043017,81.4243281,0.001053077,0.00295105,0.002068632,450.3000917,252.4529107,0.096095171,0.33559455,0.220556592,Discrimination,400,200,80,422.0781013,200,84.41562025,4.415620252,0.055195253
U,327,400,100,50,500,15,64,50,500,Width,400,5/17/2017,104.4871305,3.990171213,0.09576522,0.004952645,1.34E-10,0.088387054,18.86281873,0.027208091,0.001827443,0.071448658,119.4953162,608.6167067,0.168798108,0.259753747,0.546300784,Discrimination,400,100,40,400,104.4871305,41.79485219,1.794852186,0.044871305
U,328,400,100,50,500,15,64,50,500,Width,400,5/18/2017,101.7203815,5.104413865,0.042562225,9.21E-10,2.09E-09,97.92633843,5.376969093,0.016168334,0.001342755,0.004391383,103.2239647,37.69819436,0.115376065,0.187802679,0.443762355,Discrimination,400,100,40,400,101.7203815,40.68815259,0.688152591,0.017203815
U,329,400,100,50,500,15,64,50,500,Width,400,5/19/2017,101.9130545,5.036572024,0.04857089,0.00025996,4.85E-10,99.18128772,5.328283365,0.024271289,0.001237177,0.007019055,103.5474032,33.22774364,0.123535303,0.175615827,0.44262406,Discrimination,400,100,40,400,101.9130545,40.76522179,0.76522179,0.019130545
U,332,400,100,50,500,15,128,50,500,Width,400,5/22/2017,102.4467265,1.466702089,0.007890791,9.06E-06,0.004060034,101.6079343,2.064917985,0.00779695,0.000885497,0.011696409,103.0611638,5.568161623,0.066986461,0.130142754,0.619956244,Discrimination,400,100,40,400,102.4467265,40.97869062,0.978690617,0.024467265
U,332,400,150,50,500,15,128,50,500,Width,400,5/22/2017,217.3645128,126.5177765,9.22E-06,1.52E-06,3.26E-05,185.4093296,27.26957731,0.003379982,0.002714512,0.002474877,243.1099909,177.8720393,0.379616325,0.243725562,0.291322182,Discrimination,400,150,60,400,217.3645128,86.9458051,26.9458051,0.449096752
U,332,400,200,50,500,15,128,50,500,Width,400,5/22/2017,230.8196852,151.6304539,5.75E-13,4.33E-13,3.78E-07,198.6889647,58.78136128,0.004393727,0.003862416,0.002068979,263.0706581,184.9746949,0.355106269,0.366055024,0.216571238,Discrimination,400,200,80,400,230.8196852,92.32787407,12.32787407,0.154098426
U,333,400,120,50,500,15,64,50,500,Width,400,5/23/2017,147.3476561,25.61253114,0.066393682,0.093947,1.20E-10,139.3621765,12.29700537,0.004285321,0.004554881,0.002756189,154.8010031,88.59190476,0.172443596,0.21827379,0.314205841,Discrimination,400,120,48,400,147.3476561,58.93906243,10.93906243,0.227897134
U,333,400,155,50,500,15,64,50,500,Width,400,5/23/2017,210.7373801,110.0190403,4.83E-13,8.59E-12,1.72E-06,183.7166851,23.34843222,0.003752371,0.001511427,0.002894474,229.6697373,177.0906539,0.382393912,0.165209993,0.320210233,Discrimination,400,155,62,400,210.7373801,84.29495206,22.29495206,0.359596001
U,333,400,200,50,500,15,64,50,500,Width,400,5/23/2017,294.3361972,119.5294345,2.92E-12,1.43E-05,8.48E-12,265.3486907,49.07533096,0.003217645,0.000556152,0.00278892,339.4601739,259.9555175,0.306547401,0.075267722,0.332733764,Discrimination,400,200,80,400,294.3361972,117.7344789,37.73447887,0.471680986
U,333,600,100,50,500,15,64,50,500,Width,400,5/23/2017,234.2890057,112.5095823,9.37E-11,1.22E-10,1.44E-10,175.9500666,35.64384423,0.001201815,0.002095105,0.002497395,283.0723801,467.7173023,0.159542962,0.231544954,0.301928648,Discrimination,600,100,60,400,234.2890057,93.7156023,33.7156023,0.561926705
U,335,400,100,50,500,15,16,50,500,Width,400,5/25/2017,102.2799639,9.335603693,0.293063006,1.22E-07,0.000105738,93.17117679,8.279915351,0.024156984,0.002489606,0.002812964,119.3314518,88.2256575,0.38591469,0.305683471,0.307604704,Discrimination,400,100,40,400,102.2799639,40.91198556,0.911985561,0.022799639
U,335,400,150,50,500,15,128,50,500,Width,400,5/25/2017,181.8306798,7.050176015,0.213089682,0.134517926,3.05E-10,176.7813956,7.31617375,0.005108752,0.003663613,0.007676486,200.9226898,132.4882549,0.301228484,0.206660127,0.372371368,Discrimination,400,150,60,400,181.8306798,72.73227193,12.73227193,0.212204532
U,335,400,200,50,500,15,128,50,500,Width,400,5/25/2017,227.8960769,107.7415685,3.84E-09,2.27E-11,1.71E-05,200.5000533,29.88866779,0.002518162,0.003577709,0.002801995,257.0014027,171.8973496,0.27435267,0.331549468,0.341969409,Discrimination,400,200,80,400,227.8960769,91.15843077,11.15843077,0.139480385
U,336,400,100,50,500,8,128,50,500,Width,400,5/26/2017,204.4625124,52.87729592,5.05E-09,2.84E-06,3.27E-12,189.0064064,17.56693309,0.002494599,0.003737026,0.002526454,245.6829543,98.96137262,0.293513983,0.343947248,0.308961877,Discrimination,400,100,40,400,204.4625124,81.78500498,41.78500498,1.044625124
U,336,400,100,50,500,11,128,50,500,Width,400,5/26/2017,110.2088089,340.5661785,4.45E-06,2.82E-07,2.22E-13,-5.667997731,86.83614752,0.00141498,0.002793411,0.002417806,182.6985026,717.0384224,0.152892312,0.327979863,0.282503736,Discrimination,400,100,40,400,110.2088089,44.08352355,4.083523553,0.102088089
U,336,400,200,50,500,11,128,50,500,Width,400,5/26/2017,252.8675043,283.0326683,1.14E-10,1.89E-07,4.43E-13,213.4118536,116.423806,0.001156115,0.003176804,0.002895952,310.5004459,467.6485923,0.135650882,0.342808484,0.327957913,Discrimination,400,200,80,400,252.8675043,101.1470017,21.14700173,0.264337522
U,336,400,300,50,500,11,128,50,500,Width,400,5/26/2017,389.734985,315.505896,4.84E-11,5.18E-14,7.06E-07,345.4630835,158.8243183,0.002387122,0.002138598,0.006505566,424.4545621,438.2194323,0.219616122,0.236595389,0.354806367,Discrimination,400,300,120,400,389.734985,155.893994,35.89399401,0.299116617
U,340,400,100,50,500,11,16,50,500,Width,400,5/30/2017,102.9209589,5.901480042,2.74E-10,0.000287979,1.66E-14,91.82253553,3.221776002,0.001259096,0.002463446,0.002507357,106.9885719,65.94061151,0.164458731,0.295834518,0.303547434,Discrimination,400,100,40,400,102.9209589,41.16838356,1.168383559,0.029209589
U,340,400,150,50,500,4,64,50,500,Width,400,5/30/2017,197.9568697,81.40533593,6.18E-09,4.41E-12,4.82E-09,184.1460526,25.28150208,0.002517485,0.002496476,0.002206402,218.3454253,147.2176779,0.272230116,0.201476702,0.245511111,Discrimination,400,150,60,400,197.9568697,79.18274787,19.18274787,0.319712465
U,340,400,200,50,500,4,64,50,500,Width,400,5/30/2017,301.9757567,189.889633,1.11E-06,2.74E-07,4.54E-05,262.7524546,83.77974995,0.002960862,0.001560314,0.002425682,339.9801657,315.2587836,0.340071926,0.170177585,0.273299395,Discrimination,400,200,80,400,301.9757567,120.7903027,40.7903027,0.509878784
U,340,400,250,50,500,4,64,50,500,Width,400,5/30/2017,344.6563716,136.6745945,2.77E-10,6.52E-12,6.79E-07,321.5046309,59.0767466,0.001425809,0.001501451,0.002369201,371.2784973,238.7514697,0.163054051,0.169289932,0.276666824,Discrimination,400,250,100,400,344.6563716,137.8625487,37.86254865,0.378625487
U,341,400,100,50,500,15,64,50,500,Width,400,5/31/2017,102.8565393,1.894084136,0.059099598,9.07E-09,0.001273945,94.52901599,5.859984945,0.011963515,0.001618087,0.003163883,104.9214509,64.90794091,0.144157445,0.206167521,0.459325369,Discrimination,400,100,40,400,102.8565393,41.14261571,1.142615707,0.028565393
U,341,400,150,50,500,15,64,50,500,Width,400,5/31/2017,195.3860063,103.839403,2.83E-08,1.06E-13,6.26E-09,176.2897105,47.87122074,0.002805468,0.002157872,0.002506794,215.3941367,164.3798651,0.307654633,0.22452901,0.276162557,Discrimination,400,150,60,400,195.3860063,78.15440251,18.15440251,0.302573375
U,341,400,200,50,500,15,64,50,500,Width,400,5/31/2017,229.8326569,165.3925982,1.81E-12,1.69E-05,3.43E-14,195.1577307,49.64297573,0.00153061,0.002829991,0.007000717,258.0060937,283.8055066,0.152206251,0.300100444,0.431818869,Discrimination,400,200,80,400,229.8326569,91.93306275,11.93306275,0.149163284
U,341,400,250,50,500,15,64,50,500,Width,400,5/31/2017,318.0319132,172.3708046,6.44E-12,4.22E-12,8.81E-06,274.0266101,68.74798812,0.001921897,0.002047983,0.002408442,354.3082592,368.9168026,0.181284432,0.242637364,0.280460399,Discrimination,400,250,100,400,318.0319132,127.2127653,27.21276526,0.272127653
U,342,400,100,50,500,15,64,50,500,Width,400,6/1/2017,102.0582322,9.747092633,0.298449444,3.21E-10,1.54E-10,92.3938746,10.34395441,0.013744364,0.002860096,0.002341477,124.9702188,90.77003248,0.394707383,0.344174454,0.257869182,Discrimination,400,100,40,400,102.0582322,40.82329287,0.823292874,0.020582322
U,342,400,150,50,500,15,64,50,500,Width,400,6/1/2017,201.3902227,120.3366318,1.51E-05,1.54E-11,3.48E-13,181.4157949,24.44859411,0.003592485,0.00378272,0.002688688,222.1704271,167.61348,0.36151022,0.220504544,0.285323785,Discrimination,400,150,60,400,201.3902227,80.5560891,20.5560891,0.342601485
U,342,400,200,50,500,15,64,50,500,Width,400,6/1/2017,290.6312449,235.3367207,3.73E-08,6.72E-11,7.83E-14,260.3151643,51.97762853,0.002718781,0.004652625,0.002469634,334.469022,330.4720238,0.282430794,0.273295249,0.263675869,Discrimination,400,200,80,400,290.6312449,116.252498,36.25249798,0.453156225
U,342,400,250,50,500,15,64,50,500,Width,400,6/1/2017,359.8726113,218.2394575,3.18E-13,7.11E-07,3.34E-08,325.7474474,61.50308187,0.001885454,0.003072711,0.002414614,408.7493108,395.0227052,0.209426223,0.248341183,0.277665579,Discrimination,400,250,100,400,359.8726113,143.9490445,43.94904451,0.439490445
U,343,400,100,50,500,15,16,50,500,Width,400,6/2/2017,102.9965879,3.202946314,0.104707936,0.069613801,6.85E-10,101.3380084,2.680701057,0.017734617,0.003222022,0.003439616,104.8965539,20.8124345,0.19380254,0.225149634,0.366763991,Discrimination,400,100,40,400,102.9965879,41.19863515,1.198635148,0.029965879
U,343,400,100,50,500,15,128,50,500,Width,400,6/2/2017,102.8685492,3.783718871,0.093381735,8.74E-10,1.20E-10,101.2505293,2.710419366,0.023642291,0.001582265,0.002337839,104.8171582,18.89133309,0.219066234,0.198613052,0.272861736,Discrimination,400,100,40,400,102.8685492,41.1474197,1.147419697,0.028685492
U,343,400,150,50,500,15,128,50,500,Width,400,6/2/2017,190.7526116,111.7259311,1.45E-07,8.12E-13,2.46E-08,167.8389973,33.56779005,0.003380428,0.003041867,0.00224233,214.0176788,170.2309796,0.319431229,0.270169338,0.247149139,Discrimination,400,150,60,400,190.7526116,76.30104463,16.30104463,0.271684077
U,343,400,200,50,500,15,128,50,500,Width,400,6/2/2017,263.0271731,211.2857027,3.57E-11,5.63E-07,1.22E-07,223.2267997,79.16721267,0.002612568,0.003082433,0.002201805,304.1283704,330.8526765,0.251625399,0.302703932,0.240736865,Discrimination,400,200,80,400,263.0271731,105.2108692,25.21086923,0.315135865
U,343,400,250,50,500,15,128,50,500,Width,400,6/2/2017,327.0830835,233.1261023,9.03E-13,1.18E-09,1.96E-09,279.7620027,80.3065011,0.002963858,0.002022125,0.003017283,360.8117361,396.2356534,0.204950455,0.240459429,0.345255586,Discrimination,400,250,100,400,327.0830835,130.8332334,30.83323342,0.308332334
U,346,400,100,50,500,15,16,50,500,Width,400,6/5/2017,103.2882085,3.538383733,0.092086244,3.42E-08,6.94E-05,101.6577998,2.6668591,0.008093885,0.00144685,0.004389598,105.7588724,20.49719446,0.204679611,0.193609278,0.461067248,Discrimination,400,100,40,400,103.2882085,41.31528338,1.315283385,0.032882085
U,346,400,100,50,500,15,128,50,500,Width,400,6/5/2017,107.5841684,29.49824864,7.45E-05,5.56E-10,4.07E-11,98.66548388,4.636177854,0.007287039,0.00303383,0.003076591,114.1958782,36.5870205,0.427017627,0.335126734,0.351065102,Discrimination,400,100,40,400,107.5841684,43.03366735,3.033667354,0.075841684
U,346,400,150,50,500,15,16,50,500,Width,400,6/5/2017,190.261133,147.5257671,8.56E-08,3.64E-05,5.76E-12,152.2408651,39.53939494,0.004910071,0.004020263,0.002689501,225.2786884,184.1690393,0.39943895,0.342333424,0.299623293,Discrimination,400,150,60,400,190.261133,76.10445319,16.10445319,0.268407553
U,346,400,200,50,500,15,16,50,500,Width,400,6/5/2017,217.4957501,198.3747171,6.27E-05,1.87E-07,3.36E-05,172.4525179,66.95490945,0.002082045,0.002679094,0.002546675,251.1813312,327.0732823,0.188657933,0.315474833,0.293178257,Discrimination,400,200,80,400,217.4957501,86.99830004,6.99830004,0.08747875
U,346,400,250,50,500,15,16,50,500,Width,400,6/5/2017,276.7376815,55.57967929,0.125486503,3.58E-12,5.15E-07,249.5239416,44.46089639,0.008148047,0.001785497,0.002596431,324.1556076,392.9975868,0.214848556,0.229788141,0.300054979,Discrimination,400,250,100,400,276.7376815,110.6950726,10.69507259,0.106950726
U,347,400,100,50,500,15,16,50,500,Width,400,6/6/2017,102.378977,3.380981549,0.075764,5.66E-07,1.11E-11,101.1981145,2.565256,0.030420892,0.001395381,0.002594988,103.6224418,12.71225852,0.173703579,0.1819764,0.311744795,Discrimination,400,100,40,400,102.378977,40.95159079,0.951590791,0.02378977
U,347,400,150,50,500,15,16,50,500,Width,400,6/6/2017,194.7711916,79.40590365,2.85E-09,2.05E-06,6.39E-09,179.0726808,20.2998413,0.004299291,0.00199431,0.00256706,207.6403858,131.9157067,0.296844353,0.174344883,0.29558961,Discrimination,400,150,60,400,194.7711916,77.90847662,17.90847662,0.29847461
U,347,400,200,50,500,15,16,50,500,Width,400,6/6/2017,246.0750432,188.8368479,2.23E-07,1.90E-12,3.34E-13,209.2300578,82.95761872,0.001882915,0.00286812,0.002544341,283.1495819,314.6786302,0.197416217,0.310313012,0.284022363,Discrimination,400,200,80,400,246.0750432,98.43001728,18.43001728,0.230375216
U,347,400,250,50,500,15,16,50,500,Width,400,6/6/2017,306.5959977,304.0838793,2.56E-14,1.39E-13,2.97E-05,242.1580771,118.7499418,0.002796968,0.002754415,0.002127021,358.4227571,483.9258096,0.208876868,0.311154719,0.23211358,Discrimination,400,250,100,400,306.5959977,122.6383991,22.63839909,0.226383991
U,348,400,100,50,500,15,16,50,500,Width,400,6/7/2017,103.5329993,4.354470231,1.16E-08,3.84E-08,3.94E-08,102.0324375,2.567504883,0.001012968,0.001237868,0.003366523,104.7337412,10.63256966,0.097862553,0.166433585,0.44989165,Discrimination,400,100,40,400,103.5329993,41.41319972,1.413199725,0.035329993
U,348,400,100,50,500,15,128,50,500,Width,400,6/7/2017,100.3633417,7.481912128,0.296395585,4.75E-10,1.88E-11,91.63509373,7.989049585,0.00931078,0.003464146,0.005545615,127.2539033,73.79865566,0.404517927,0.41033293,0.482896694,Discrimination,400,100,40,400,100.3633417,40.14533668,0.145336678,0.003633417
U,348,400,150,50,500,15,16,50,500,Width,400,6/7/2017,189.9528823,17.79514865,0.248975838,0.05949838,8.11E-11,183.3455243,14.80524425,0.004417152,0.003674611,0.003666201,218.2048302,150.9701664,0.368613095,0.182772954,0.372086093,Discrimination,400,150,60,400,189.9528823,75.98115292,15.98115292,0.266352549
U,348,400,200,50,500,15,16,50,500,Width,400,6/7/2017,287.0395791,166.052329,3.02E-05,1.20E-08,2.82E-12,258.236839,55.37199064,0.002651807,0.002110949,0.002695415,318.8860798,284.6587883,0.269361447,0.20109052,0.307980176,Discrimination,400,200,80,400,287.0395791,114.8158316,34.81583163,0.435197895
U,348,400,250,50,500,15,16,50,500,Width,400,6/7/2017,341.7400975,178.8755895,4.55E-08,3.58E-12,2.79E-12,304.4416115,65.47088497,0.001300252,0.002113337,0.003609607,385.2637413,353.8524291,0.170105559,0.246537822,0.406292711,Discrimination,400,250,100,400,341.7400975,136.696039,36.69603902,0.36696039
U,349,400,100,50,500,15,16,50,500,Width,400,6/8/2017,103.0005531,3.222941599,6.50E-06,4.46E-09,0.000534936,101.8190457,2.472843228,0.000616657,0.001278485,0.003283521,104.2011353,8.57217342,0.08495665,0.169875332,0.448974837,Discrimination,400,100,40,400,103.0005531,41.20022124,1.200221241,0.030005531
U,349,400,150,50,500,15,16,50,500,Width,400,6/8/2017,144.9642339,70.56464544,0.133260302,8.12E-14,3.84E-12,128.9799774,19.85287863,0.010824464,0.003331779,0.002745149,196.6931519,153.1565997,0.344281223,0.377066693,0.343327752,Discrimination,400,150,60,400,144.9642339,57.98569357,-2.014306434,-0.033571774
U,349,600,150,50,500,15,16,50,500,Width,600,6/8/2017,182.9226908,17.2682933,0.068495328,0.105936557,1.33E-10,171.7791258,13.76262634,0.005542896,0.005943541,0.002723796,191.3485595,100.7716466,0.184350454,0.23992585,0.320620929,Discrimination,600,150,90,600,182.9226908,109.7536145,19.75361445,0.219484605
U,349,600,200,50,500,15,16,50,500,Width,600,6/8/2017,274.0932795,275.9004154,1.33E-11,3.33E-10,5.73E-08,215.3613179,101.2897783,0.003751918,0.002851834,0.003327127,325.006078,360.2646035,0.359436889,0.301822576,0.316001342,Discrimination,600,200,120,600,274.0932795,164.4559677,44.45596771,0.370466398
U,349,600,250,50,500,15,16,50,500,Width,600,6/8/2017,349.2270619,208.8772709,5.43E-14,1.86E-06,7.32E-12,298.1386532,61.6896258,0.003441642,0.00157415,0.002639068,383.033943,384.0453216,0.250390756,0.197200275,0.310971281,Discrimination,600,250,150,600,349.2270619,209.5362372,59.53623716,0.396908248
U,350,400,100,50,500,15,32,50,500,Width,400,6/9/2017,102.9809954,3.145037258,6.65E-10,0.092322891,0.000564609,100.1707987,2.573082924,0.000573015,0.004986235,0.004113415,104.0207884,15.14913037,0.079435727,0.279168767,0.501223739,Discrimination,400,100,40,400,102.9809954,41.19239816,1.192398161,0.029809954
U,350,400,150,50,500,15,32,50,500,Width,400,6/9/2017,196.2814951,58.35954357,5.25E-12,0.116799992,1.77E-07,178.5253203,18.30798994,0.003161506,0.007922041,0.003663917,207.5674207,142.761373,0.270188424,0.252088237,0.356114674,Discrimination,400,150,60,400,196.2814951,78.51259803,18.51259803,0.308543301
U,350,400,200,50,500,15,32,50,500,Width,400,6/9/2017,253.0571433,123.0429002,3.39E-11,1.67E-13,1.27E-05,232.8662536,54.19667332,0.001371517,0.002466591,0.002394282,274.6969139,208.818788,0.1525363,0.225598,0.273054494,Discrimination,400,200,80,400,253.0571433,101.2228573,21.22285733,0.265285717
U,350,400,250,50,500,15,32,50,500,Width,400,6/9/2017,315.1876399,92.76322251,0.184321489,1.77E-12,1.10E-14,282.1227613,54.19633281,0.007648661,0.001657737,0.002946042,391.3573058,456.0219871,0.325903609,0.213857432,0.349645735,Discrimination,400,250,100,400,315.1876399,126.0750559,26.07505595,0.260750559
U,354,400,100,50,500,15,32,50,500,Width,400,6/13/2017,103.0005879,3.222123031,2.05E-05,2.31E-09,0.000449372,101.8175179,2.473100748,0.00059748,0.001279347,0.003296041,104.2082127,8.655801812,0.083176917,0.169989496,0.450617844,Discrimination,400,100,40,400,103.0005879,41.20023517,1.200235173,0.030005879
U,354,400,150,50,500,15,32,50,500,Width,400,6/13/2017,194.9484087,83.91564352,3.71E-05,4.00E-13,7.11E-08,176.9676052,24.47019803,0.003488608,0.001766159,0.002299097,210.2088627,146.0139132,0.31728801,0.181016109,0.258981343,Discrimination,400,150,60,400,194.9484087,77.97936346,17.97936346,0.299656058
U,354,400,200,50,500,15,32,50,500,Width,400,6/13/2017,248.3660829,132.2621085,0.093255337,6.60E-14,1.72E-12,226.0244982,56.30531916,0.004757824,0.002002807,0.00452187,280.2116879,275.6581482,0.249217905,0.217657479,0.375782892,Discrimination,400,200,80,400,248.3660829,99.34643317,19.34643317,0.241830415
U,354,400,250,50,500,15,32,50,500,Width,400,6/13/2017,315.2279775,147.4474759,0.072601979,1.66E-07,3.85E-11,287.170095,76.85147767,0.005940414,0.001765491,0.002280071,352.9293305,350.1046365,0.211531443,0.212050913,0.253066361,Discrimination,400,250,100,400,315.2279775,126.091191,26.09119101,0.26091191
U,635,300,200,50,200,15,128,50,200,Width,300,3/21/2018,276.3122071,275.5374474,0.039992397,3.06E-06,1.41E-15,212.3734683,100.8696377,0.011168359,0.003467817,0.002557369,347.2204658,642.417935,0.1209203,0.320047444,0.292349345,Discrimination,300,200,60,300,276.3122071,82.89366212,22.89366212,0.381561035
U,636,400,100,50,200,15,128,50,200,Width,400,3/22/2018,157.7282711,164.7280503,6.68E-09,1.27E-07,0.000185562,120.5086975,103.4110525,0.000352465,0.001965379,0.002774185,192.8470036,351.8369739,0.048091114,0.223525783,0.337661054,Discrimination,400,100,40,400,157.7282711,63.09130843,23.09130843,0.577282711
U,636,400,300,50,200,15,128,50,200,Width,400,3/22/2018,378.5821144,293.9721865,0.014732605,1.45E-13,8.47E-14,322.9366515,93.94062043,0.001972864,0.002001772,0.00298995,422.4094909,549.2209841,0.125374916,0.225772166,0.324263478,Discrimination,400,300,120,400,378.5821144,151.4328458,31.43284577,0.261940381
U,637,300,200,50,200,15,128,50,200,Width,300,3/23/2018,279.7666688,256.2201651,0.065148645,2.49E-15,6.26E-09,222.3655354,130.523214,0.006164066,0.002162068,0.002649925,341.6119997,667.7627542,0.169355446,0.246279595,0.29235958,Discrimination,300,200,60,300,279.7666688,83.93000063,23.93000063,0.398833344
U,689,300,200,50,200,15,240,50,200,Width,300,5/14/2018,303.2831267,283.7788355,0.028052044,1.37E-14,1.62E-05,254.9700254,129.5380002,0.006410496,0.002088018,0.002237011,351.8255751,528.1491313,0.139353906,0.220955845,0.248311129,Discrimination,300,200,60,300,303.2831267,90.98493801,30.98493801,0.516415633
U,689,500,200,50,200,15,240,50,200,Width,500,5/14/2018,290.2604688,213.3020623,4.62E-08,1.54E-07,0.000137561,251.9509139,93.91313168,0.001291686,0.001568464,0.002578231,324.9160733,410.9943206,0.151565331,0.195168344,0.298563859,Discrimination,500,200,100,500,290.2604688,145.1302344,45.13023442,0.451302344
U,691,400,50,50,200,15,240,50,200,Width,400,5/16/2018,86.74269206,235.5271057,5.97E-06,2.23E-13,0.213349203,32.00222321,55.19968569,0.000953297,0.001871045,0.046608678,117.7451893,477.9855793,0.104125334,0.238594051,0.456191778,Discrimination,400,50,20,400,86.74269206,34.69707682,14.69707682,0.734853841
U,691,400,150,50,200,15,240,50,200,Width,400,5/16/2018,241.93047,55.96978866,0.03935615,0.038463596,1.73E-12,218.4149331,38.48368105,0.002349589,0.006477062,0.002422719,273.4115112,248.58771,0.188127487,0.193838209,0.285792616,Discrimination,400,150,60,400,241.93047,96.77218801,36.77218801,0.6128698
U,691,400,250,50,200,15,240,50,200,Width,400,5/16/2018,311.9380271,193.9906901,1.36E-08,3.45E-08,9.41E-14,189.6092955,55.78131767,0.002314406,0.00225882,0.002532045,367.808104,560.085775,0.240698365,0.281331304,0.307260346,Discrimination,400,250,100,400,311.9380271,124.7752108,24.77521082,0.247752108
U,692,400,50,50,200,15,240,50,200,Width,400,5/17/2018,66.93810409,36.79129571,0.012159079,9.34E-10,0.000504524,10.94314151,39.50777564,0.002403182,0.001355591,0.00578306,87.37817781,334.8254585,0.060925683,0.202693455,0.590715858,Discrimination,400,50,20,400,66.93810409,26.77524164,6.775241638,0.338762082
U,692,400,150,50,200,15,240,50,200,Width,400,5/17/2018,219.3688525,157.1323048,3.96E-12,2.62E-14,3.48E-07,197.7205438,89.90874427,0.000830942,0.00210826,0.00242707,245.6895091,249.7520285,0.10883354,0.20884392,0.275585463,Discrimination,400,150,60,400,219.3688525,87.74754101,27.74754101,0.462459017
U,692,400,250,50,200,15,240,50,200,Width,400,5/17/2018,341.9268829,251.973383,5.77E-14,2.42E-06,1.12E-12,309.0565187,113.6658605,0.001642479,0.002959465,0.002366488,384.7010727,435.0368302,0.185960714,0.257150501,0.257537314,Discrimination,400,250,100,400,341.9268829,136.7707532,36.77075315,0.367707532
U,693,400,250,50,200,15,240,50,200,Width,400,5/18/2018,310.9819014,266.3871923,2.66E-12,1.29E-05,3.74E-07,281.4112718,148.5426034,0.001709566,0.002185004,0.002449294,342.8616024,368.4315346,0.146079264,0.24752679,0.243932126,Discrimination,400,250,100,400,310.9819014,124.3927606,24.39276057,0.243927606
U,693,600,50,50,200,15,240,50,200,Width,400,5/18/2018,99.48313008,181.1763347,2.65E-07,1.26E-07,8.89E-05,72.80230037,73.63771857,0.00123171,0.00166304,0.006988319,124.6237793,286.1752361,0.126284035,0.209142405,0.416609488,Discrimination,600,50,30,400,99.48313008,39.79325203,9.79325203,0.326441734
U,696,400,50,50,200,15,192,50,200,Width,400,5/21/2018,69.2983345,44.85091147,0.002823106,0.000966523,5.14E-12,49.38834941,38.2767045,0.006019546,0.001782345,0.004164657,87.53072138,160.9389107,0.02889918,0.201837384,0.473091387,Discrimination,400,50,20,400,69.2983345,27.7193338,7.719333802,0.38596669
U,697,400,50,50,200,15,48,50,200,Width,400,5/22/2018,62.3284622,10.6091321,0.027888265,7.50E-08,9.69E-14,40.00350747,16.21786515,0.009058916,0.001664025,0.003747532,80.44598077,181.6191829,0.069594473,0.220768331,0.377116258,Discrimination,400,50,20,400,62.3284622,24.93138488,4.93138488,0.246569244
U,698,400,50,50,200,15,192,50,200,Width,400,5/23/2018,62.29905443,29.79675874,0.059953622,2.04E-07,8.33E-05,47.54574255,25.77967382,0.010962339,0.001456284,0.003812507,79.27647985,191.5806598,0.132479287,0.201265888,0.421863973,Discrimination,400,50,20,400,62.29905443,24.91962177,4.919621773,0.245981089
U,698,400,50,50,200,15,240,50,200,Width,400,5/23/2018,66.41162649,38.90964653,0.009704738,1.16E-10,0.000782072,58.77318671,25.7972383,0.007390716,0.001346097,0.003379417,74.82798747,93.68004607,0.058645413,0.166820294,0.389154123,Discrimination,400,50,20,400,66.41162649,26.5646506,6.564650598,0.32823253
U,705,400,50,50,200,15,240,50,200,Width,400,5/30/2018,62.55520354,11.03903689,0.029365717,2.62E-12,2.32E-08,59.23249768,10.30263534,0.010566052,0.000829453,0.003520014,66.60590929,27.01515604,0.102719816,0.117358949,0.441352737,Discrimination,400,50,20,400,62.55520354,25.02208142,5.022081416,0.251104071
U,705,400,100,50,200,15,240,50,200,Width,400,5/30/2018,106.9563296,16.84126924,0.039878769,5.32E-08,4.32E-11,99.81028396,13.46409448,0.009973199,0.001569997,0.003554151,114.8395558,79.46278356,0.103913864,0.209609171,0.410450271,Discrimination,400,100,40,400,106.9563296,42.78253186,2.782531858,0.069563296
U,705,400,150,50,200,15,240,50,200,Width,400,5/30/2018,187.18285,74.54967451,7.34E-06,3.14E-08,1.16E-11,177.7866407,29.40049482,0.001707555,0.00235357,0.003123647,197.1821283,106.3647619,0.175665538,0.174291964,0.319945306,Discrimination,400,150,60,400,187.18285,74.87314,14.87314,0.247885667
