Monkey,Date,Amp2,Width2,Freq2,Dur2,Active Channels,Return Channels,Dimension,Fixed Magnitude,n Levels
U,2016-09-26,0.0,0.0,0.0,0.0,8,128,Amp,0.0,26.0
U,2016-09-27,0.0,0.0,0.0,0.0,15,64,Both,,9.0
U,2016-09-28,0.0,0.0,0.0,0.0,8,128,Amp,0.0,18.0
U,2016-09-29,0.0,0.0,0.0,0.0,15,128,Amp,0.0,10.0
U,2016-10-03,0.0,0.0,0.0,0.0,15,64,Amp,0.0,9.0
U,2016-10-05,0.0,0.0,0.0,0.0,240,4,Amp,0.0,9.0
U,2016-10-06,0.0,0.0,0.0,0.0,15,128,Amp,0.0,6.0
U,2016-10-06,0.0,0.0,0.0,0.0,240,2,Amp,0.0,8.0
U,2016-10-07,0.0,0.0,0.0,0.0,15,16,Amp,0.0,8.0
U,2016-10-07,0.0,0.0,0.0,0.0,15,128,Both,,10.0
U,2016-10-10,0.0,0.0,0.0,0.0,15,240,Amp,0.0,9.0
U,2016-10-11,0.0,0.0,0.0,0.0,12,192,Amp,0.0,8.0
U,2016-10-11,0.0,0.0,0.0,0.0,15,128,,,1.0
U,2016-10-12,0.0,0.0,0.0,0.0,12,192,Amp,0.0,8.0
U,2016-10-12,0.0,0.0,0.0,0.0,15,128,Amp,0.0,3.0
U,2016-10-13,0.0,0.0,0.0,0.0,3,48,Amp,0.0,9.0
U,2016-10-14,0.0,0.0,0.0,0.0,9,144,Amp,0.0,8.0
U,2016-10-14,0.0,0.0,0.0,0.0,15,128,Amp,0.0,2.0
U,2016-10-17,0.0,0.0,0.0,0.0,6,96,Amp,0.0,8.0
U,2016-10-18,0.0,0.0,0.0,0.0,9,144,Amp,0.0,8.0
U,2016-10-19,0.0,0.0,0.0,0.0,14,224,Amp,0.0,8.0
U,2016-10-20,0.0,0.0,0.0,0.0,15,128,Amp,0.0,8.0
U,2016-10-21,0.0,0.0,0.0,0.0,15,64,Amp,0.0,8.0
U,2016-10-21,0.0,0.0,0.0,0.0,15,128,Amp,0.0,2.0
U,2016-10-25,0.0,0.0,0.0,0.0,15,128,Amp,0.0,8.0
U,2016-10-26,0.0,0.0,0.0,0.0,6,96,Amp,0.0,8.0
U,2016-10-26,0.0,0.0,0.0,0.0,6,192,,,1.0
U,2016-10-26,0.0,0.0,0.0,0.0,14,128,,,1.0
U,2016-10-26,0.0,0.0,0.0,0.0,15,128,Both,,16.0
U,2016-10-27,0.0,0.0,0.0,0.0,9,144,Amp,0.0,8.0
U,2016-10-27,0.0,0.0,0.0,0.0,15,64,Both,,20.0
U,2016-10-27,0.0,0.0,0.0,0.0,15,128,Amp,0.0,2.0
U,2016-10-28,0.0,0.0,0.0,0.0,9,144,Amp,0.0,8.0
U,2016-10-28,0.0,0.0,0.0,0.0,15,32,Both,,11.0
U,2016-10-28,0.0,0.0,0.0,0.0,15,128,Amp,0.0,4.0
U,2016-10-31,0.0,0.0,0.0,0.0,15,192,Amp,0.0,9.0
U,2016-10-31,0.0,0.0,0.0,0.0,60,195,Amp,0.0,8.0
U,2016-11-01,0.0,0.0,0.0,0.0,9,144,Amp,0.0,3.0
U,2016-11-01,0.0,0.0,0.0,0.0,15,128,Both,,26.0
U,2016-11-02,0.0,0.0,0.0,0.0,15,128,Both,,16.0
U,2016-11-03,0.0,0.0,0.0,0.0,12,192,,,1.0
U,2016-11-03,0.0,0.0,0.0,0.0,15,128,,,1.0
U,2016-11-03,0.0,0.0,0.0,0.0,15,192,Both,,11.0
U,2016-11-03,0.0,0.0,0.0,0.0,16,128,,,1.0
U,2016-11-03,0.0,0.0,0.0,0.0,112,128,,,1.0
U,2016-11-04,0.0,0.0,0.0,0.0,15,192,Width,0.0,9.0
U,2016-11-09,0.0,0.0,0.0,0.0,15,64,Width,0.0,9.0
U,2016-11-10,0.0,0.0,0.0,0.0,15,96,Both,,19.0
U,2016-11-11,0.0,0.0,0.0,0.0,15,16,Both,,23.0
U,2016-11-11,0.0,0.0,0.0,0.0,15,128,,,4.0
U,2016-11-14,0.0,0.0,0.0,0.0,15,128,Amp,0.0,8.0
U,2016-11-15,0.0,0.0,0.0,0.0,15,128,Both,,73.0
U,2016-11-15,0.0,0.0,0.0,0.0,15,144,Amp,0.0,2.0
U,2016-11-16,0.0,0.0,0.0,0.0,15,240,Amp,0.0,9.0
U,2016-11-17,0.0,0.0,0.0,0.0,48,192,Amp,0.0,17.0
U,2016-11-18,0.0,0.0,0.0,0.0,96,144,Amp,0.0,8.0
U,2016-11-21,0.0,0.0,0.0,0.0,192,48,Amp,0.0,9.0
U,2016-11-22,0.0,0.0,0.0,0.0,96,144,Amp,0.0,9.0
U,2016-11-28,0.0,0.0,0.0,0.0,15,192,Amp,0.0,10.0
U,2016-11-28,0.0,0.0,0.0,0.0,48,192,,,1.0
U,2016-11-29,0.0,0.0,0.0,0.0,15,192,,,1.0
U,2016-11-29,0.0,0.0,0.0,0.0,96,144,Both,,14.0
U,2016-11-30,0.0,0.0,0.0,0.0,15,144,Amp,0.0,8.0
U,2016-12-01,0.0,0.0,0.0,0.0,15,240,Both,,12.0
U,2016-12-02,0.0,0.0,0.0,0.0,15,192,Width,0.0,9.0
U,2016-12-07,0.0,0.0,0.0,0.0,15,128,Amp,0.0,8.0
U,2016-12-08,0.0,0.0,0.0,0.0,15,128,Amp,0.0,8.0
U,2016-12-09,0.0,0.0,0.0,0.0,15,128,Amp,0.0,9.0
U,2016-12-12,0.0,0.0,0.0,0.0,15,64,Amp,0.0,8.0
U,2016-12-12,0.0,0.0,0.0,0.0,15,128,Amp,0.0,8.0
U,2016-12-13,0.0,0.0,0.0,0.0,15,128,Amp,0.0,8.0
U,2016-12-14,0.0,0.0,0.0,0.0,15,192,Both,,10.0
U,2016-12-15,0.0,0.0,0.0,0.0,15,240,Amp,0.0,8.0
U,2016-12-16,0.0,0.0,0.0,0.0,15,32,Amp,0.0,8.0
U,2016-12-19,0.0,0.0,0.0,0.0,15,32,Amp,0.0,8.0
U,2016-12-20,0.0,0.0,0.0,0.0,15,16,Amp,0.0,9.0
U,2016-12-21,0.0,0.0,0.0,0.0,15,128,Both,,18.0
U,2016-12-22,0.0,0.0,0.0,0.0,15,128,Both,,18.0
U,2016-12-23,0.0,0.0,0.0,0.0,15,128,Both,,11.0
U,2016-12-23,0.0,0.0,0.0,0.0,15,192,Width,0.0,4.0
U,2016-12-26,0.0,0.0,0.0,0.0,15,192,Width,0.0,9.0
U,2016-12-27,0.0,0.0,0.0,0.0,15,192,Both,,15.0
U,2016-12-28,0.0,0.0,0.0,0.0,15,192,Width,0.0,10.0
U,2016-12-29,0.0,0.0,0.0,0.0,15,192,Amp,0.0,15.0
U,2016-12-30,0.0,0.0,0.0,0.0,15,48,Amp,0.0,8.0
U,2016-12-30,0.0,0.0,0.0,0.0,15,96,Both,,14.0
U,2017-01-02,0.0,0.0,0.0,0.0,15,144,Both,,20.0
U,2017-01-03,0.0,0.0,0.0,0.0,15,128,Width,0.0,9.0
U,2017-01-04,0.0,0.0,0.0,0.0,15,128,Width,0.0,9.0
U,2017-01-04,0.0,0.0,0.0,0.0,15,192,Both,,12.0
U,2017-01-05,0.0,0.0,0.0,0.0,15,128,Both,,111.0
U,2017-01-10,0.0,0.0,0.0,0.0,15,128,Both,,32.0
U,2017-01-11,0.0,0.0,0.0,0.0,15,128,Amp,0.0,8.0
U,2017-01-12,0.0,0.0,0.0,0.0,15,128,Amp,0.0,16.0
U,2017-01-16,0.0,0.0,0.0,0.0,15,128,Amp,0.0,8.0
U,2017-01-17,0.0,0.0,0.0,0.0,13,128,,,1.0
U,2017-01-17,0.0,0.0,0.0,0.0,15,128,Amp,0.0,8.0
U,2017-01-18,0.0,0.0,0.0,0.0,15,128,Amp,0.0,15.0
U,2017-01-19,0.0,0.0,0.0,0.0,15,128,Amp,0.0,8.0
U,2017-01-20,0.0,0.0,0.0,0.0,15,128,Amp,0.0,23.0
U,2017-02-06,0.0,0.0,0.0,0.0,15,128,Both,,18.0
U,2017-02-07,0.0,0.0,0.0,0.0,15,32,Width,0.0,9.0
U,2017-02-07,0.0,0.0,0.0,0.0,15,128,Width,0.0,9.0
U,2017-02-08,0.0,0.0,0.0,0.0,15,32,,,1.0
U,2017-02-08,0.0,0.0,0.0,0.0,15,128,Width,0.0,9.0
U,2017-02-09,0.0,0.0,0.0,0.0,15,128,Width,0.0,9.0
U,2017-02-11,0.0,0.0,0.0,0.0,15,128,Width,0.0,9.0
U,2017-02-12,0.0,0.0,0.0,0.0,15,32,Both,,17.0
U,2017-02-12,0.0,0.0,0.0,0.0,15,128,Both,,18.0
U,2017-02-14,0.0,0.0,0.0,0.0,15,128,Amp,0.0,9.0
U,2017-02-14,0.0,0.0,0.0,0.0,15,192,Amp,0.0,15.0
U,2017-02-15,0.0,0.0,0.0,0.0,15,192,Amp,0.0,8.0
U,2017-02-16,0.0,0.0,0.0,0.0,15,192,Amp,0.0,8.0
U,2017-02-17,0.0,0.0,0.0,0.0,15,192,Amp,0.0,8.0
U,2017-02-20,0.0,0.0,0.0,0.0,15,32,Amp,0.0,8.0
U,2017-02-20,0.0,0.0,0.0,0.0,15,128,Amp,0.0,14.0
U,2017-02-21,0.0,0.0,0.0,0.0,15,16,Amp,0.0,8.0
U,2017-02-21,0.0,0.0,0.0,0.0,15,32,Amp,0.0,8.0
U,2017-02-21,0.0,0.0,0.0,0.0,15,64,Amp,0.0,8.0
U,2017-02-21,0.0,0.0,0.0,0.0,15,128,Amp,0.0,8.0
U,2017-02-21,0.0,0.0,0.0,0.0,15,192,Amp,0.0,2.0
U,2017-02-22,0.0,0.0,0.0,0.0,15,32,Amp,0.0,8.0
U,2017-02-22,0.0,0.0,0.0,0.0,15,64,Amp,0.0,9.0
U,2017-02-22,0.0,0.0,0.0,0.0,15,128,Amp,0.0,8.0
U,2017-02-22,0.0,0.0,0.0,0.0,15,192,,,1.0
U,2017-02-23,0.0,0.0,0.0,0.0,15,16,Amp,0.0,14.0
U,2017-02-23,0.0,0.0,0.0,0.0,15,32,Amp,0.0,8.0
U,2017-02-23,0.0,0.0,0.0,0.0,15,64,Amp,0.0,16.0
U,2017-02-23,0.0,0.0,0.0,0.0,15,128,Amp,0.0,16.0
U,2017-02-24,0.0,0.0,0.0,0.0,15,128,Amp,0.0,22.0
U,2017-02-27,0.0,0.0,0.0,0.0,15,64,Amp,0.0,8.0
U,2017-02-27,0.0,0.0,0.0,0.0,15,128,Amp,0.0,8.0
U,2017-02-28,0.0,0.0,0.0,0.0,15,16,Amp,0.0,8.0
U,2017-02-28,0.0,0.0,0.0,0.0,15,32,Amp,0.0,8.0
U,2017-02-28,0.0,0.0,0.0,0.0,15,64,Amp,0.0,15.0
U,2017-02-28,0.0,0.0,0.0,0.0,15,128,Amp,0.0,8.0
U,2017-03-01,0.0,0.0,0.0,0.0,15,16,Amp,0.0,8.0
U,2017-03-01,0.0,0.0,0.0,0.0,15,64,Amp,0.0,8.0
U,2017-03-01,0.0,0.0,0.0,0.0,15,128,Amp,0.0,8.0
U,2017-03-02,0.0,0.0,0.0,0.0,15,16,,,1.0
U,2017-03-02,0.0,0.0,0.0,0.0,15,64,Amp,0.0,8.0
U,2017-03-02,0.0,0.0,0.0,0.0,15,128,Amp,0.0,9.0
U,2017-03-02,0.0,0.0,0.0,0.0,15,192,Amp,0.0,8.0
U,2017-03-06,0.0,0.0,0.0,0.0,15,64,Amp,0.0,10.0
U,2017-03-06,0.0,0.0,0.0,0.0,15,128,Amp,0.0,8.0
U,2017-03-07,0.0,0.0,0.0,0.0,15,128,Amp,0.0,8.0
U,2017-03-08,0.0,0.0,0.0,0.0,15,32,Amp,0.0,4.0
U,2017-03-08,0.0,0.0,0.0,0.0,15,64,Amp,0.0,8.0
U,2017-03-08,0.0,0.0,0.0,0.0,15,128,Amp,0.0,17.0
U,2017-03-09,0.0,0.0,0.0,0.0,15,64,Amp,0.0,9.0
U,2017-03-09,0.0,0.0,0.0,0.0,15,128,Both,,17.0
U,2017-03-13,0.0,0.0,0.0,0.0,15,64,Amp,0.0,8.0
U,2017-03-13,0.0,0.0,0.0,0.0,15,128,Amp,0.0,8.0
U,2017-03-14,0.0,0.0,0.0,0.0,15,16,Amp,0.0,8.0
U,2017-03-14,0.0,0.0,0.0,0.0,15,32,Amp,0.0,8.0
U,2017-03-14,0.0,0.0,0.0,0.0,15,64,Amp,0.0,8.0
U,2017-03-14,0.0,0.0,0.0,0.0,15,128,Amp,0.0,8.0
U,2017-03-14,0.0,0.0,0.0,0.0,15,240,Amp,0.0,8.0
U,2017-03-15,0.0,0.0,0.0,0.0,15,64,Both,,5.0
U,2017-03-15,0.0,0.0,0.0,0.0,15,128,Both,,54.0
U,2017-03-16,0.0,0.0,0.0,0.0,15,64,Amp,0.0,8.0
U,2017-03-16,0.0,0.0,0.0,0.0,15,128,Amp,0.0,24.0
U,2017-03-17,0.0,0.0,0.0,0.0,15,128,Amp,0.0,32.0
U,2017-03-20,0.0,0.0,0.0,0.0,15,128,Amp,0.0,49.0
U,2017-03-21,0.0,0.0,0.0,0.0,15,128,Both,,37.0
U,2017-03-22,0.0,0.0,0.0,0.0,15,128,Amp,0.0,32.0
U,2017-03-23,0.0,0.0,0.0,0.0,15,128,Both,,27.0
U,2017-03-24,0.0,0.0,0.0,0.0,15,128,Both,,33.0
U,2017-03-27,0.0,0.0,0.0,0.0,15,128,Both,,35.0
U,2017-03-28,0.0,0.0,0.0,0.0,15,128,Amp,0.0,16.0
U,2017-03-29,0.0,0.0,0.0,0.0,15,128,Both,,19.0
U,2017-04-06,600.0,200.0,50.0,200.0,15,128,,,1.0
U,2017-04-07,300.0,200.0,50.0,200.0,15,128,Amp,0.0,8.0
U,2017-04-10,0.0,200.0,50.0,500.0,15,128,Amp,0.0,8.0
U,2017-04-10,480.0,200.0,50.0,500.0,15,128,Amp,0.0,8.0
U,2017-04-11,0.0,200.0,50.0,500.0,15,128,Amp,0.0,8.0
U,2017-04-11,500.0,200.0,50.0,500.0,15,128,Amp,0.0,9.0
U,2017-04-13,0.0,200.0,50.0,500.0,15,128,Amp,0.0,8.0
U,2017-04-13,500.0,200.0,50.0,500.0,15,128,Amp,0.0,12.0
U,2017-04-14,0.0,200.0,50.0,500.0,15,128,Amp,0.0,8.0
U,2017-04-14,400.0,200.0,50.0,500.0,15,128,Amp,0.0,15.0
U,2017-04-14,580.0,200.0,50.0,500.0,15,128,Amp,0.0,8.0
U,2017-04-14,670.0,200.0,50.0,500.0,15,128,Amp,0.0,8.0
U,2017-04-19,0.0,200.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-04-19,30.0,200.0,50.0,500.0,15,16,,,1.0
U,2017-04-19,300.0,200.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-04-19,420.0,200.0,50.0,500.0,15,16,Amp,0.0,13.0
U,2017-04-26,300.0,200.0,50.0,500.0,15,128,Amp,0.0,8.0
U,2017-04-26,500.0,200.0,50.0,500.0,15,128,Amp,0.0,8.0
U,2017-04-26,600.0,200.0,50.0,500.0,15,128,,,2.0
U,2017-04-27,0.0,200.0,50.0,500.0,15,16,Amp,0.0,15.0
U,2017-04-28,0.0,200.0,50.0,500.0,15,16,Amp,0.0,13.0
U,2017-04-28,70.0,200.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-04-28,140.0,200.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-05-02,0.0,200.0,50.0,500.0,15,128,Amp,0.0,8.0
U,2017-05-02,300.0,200.0,50.0,500.0,15,128,Amp,0.0,8.0
U,2017-05-03,5.0,200.0,50.0,500.0,15,128,,,1.0
U,2017-05-03,400.0,200.0,50.0,500.0,15,128,Amp,0.0,8.0
U,2017-05-03,510.0,200.0,50.0,500.0,15,128,Amp,0.0,2.0
U,2017-05-03,600.0,200.0,50.0,500.0,15,128,Amp,0.0,8.0
U,2017-05-03,610.0,200.0,50.0,500.0,15,128,Amp,0.0,4.0
U,2017-05-09,0.0,200.0,50.0,500.0,15,128,Amp,0.0,8.0
U,2017-05-10,400.0,200.0,50.0,500.0,15,128,Amp,0.0,7.0
U,2017-05-10,600.0,200.0,50.0,500.0,15,128,Amp,0.0,16.0
U,2017-05-10,800.0,200.0,50.0,500.0,15,128,Amp,0.0,8.0
U,2017-05-11,0.0,200.0,50.0,500.0,15,128,Amp,0.0,8.0
U,2017-05-11,600.0,200.0,50.0,500.0,15,128,Amp,0.0,14.0
U,2017-05-15,0.0,200.0,50.0,500.0,15,64,Amp,0.0,16.0
U,2017-05-16,0.0,200.0,50.0,500.0,15,64,Amp,0.0,8.0
U,2017-05-16,400.0,200.0,50.0,500.0,15,64,Amp,0.0,9.0
U,2017-05-16,600.0,200.0,50.0,500.0,15,64,Amp,0.0,9.0
U,2017-05-16,800.0,200.0,50.0,500.0,15,64,Amp,0.0,9.0
U,2017-05-17,400.0,100.0,50.0,500.0,15,64,Width,0.0,17.0
U,2017-05-18,400.0,100.0,50.0,500.0,15,64,Width,0.0,9.0
U,2017-05-19,400.0,100.0,50.0,500.0,15,64,Width,0.0,9.0
U,2017-05-22,400.0,100.0,50.0,500.0,15,128,Width,0.0,18.0
U,2017-05-22,400.0,150.0,50.0,500.0,15,128,Width,0.0,8.0
U,2017-05-22,400.0,200.0,50.0,500.0,15,128,Width,0.0,12.0
U,2017-05-23,400.0,100.0,50.0,500.0,15,64,,,1.0
U,2017-05-23,400.0,120.0,50.0,500.0,15,64,Width,0.0,12.0
U,2017-05-23,400.0,155.0,50.0,500.0,15,64,Width,0.0,8.0
U,2017-05-23,400.0,200.0,50.0,500.0,15,64,Width,0.0,18.0
U,2017-05-23,600.0,100.0,50.0,500.0,15,64,Width,0.0,11.0
U,2017-05-25,400.0,100.0,50.0,500.0,15,16,Width,0.0,8.0
U,2017-05-25,400.0,100.0,50.0,500.0,15,128,,,1.0
U,2017-05-25,400.0,150.0,50.0,500.0,15,16,,,1.0
U,2017-05-25,400.0,150.0,50.0,500.0,15,128,Width,0.0,13.0
U,2017-05-25,400.0,200.0,50.0,500.0,15,128,Width,0.0,9.0
U,2017-05-26,400.0,30.0,50.0,500.0,11,128,,,1.0
U,2017-05-26,400.0,100.0,50.0,500.0,8,128,Width,0.0,3.0
U,2017-05-26,400.0,100.0,50.0,500.0,11,128,Width,0.0,20.0
U,2017-05-26,400.0,200.0,50.0,500.0,11,128,Width,0.0,16.0
U,2017-05-26,400.0,300.0,50.0,500.0,11,128,Width,0.0,15.0
U,2017-05-30,400.0,10.0,50.0,500.0,11,16,,,1.0
U,2017-05-30,400.0,100.0,50.0,500.0,11,16,Width,0.0,12.0
U,2017-05-30,400.0,100.0,50.0,500.0,15,16,Width,0.0,2.0
U,2017-05-30,400.0,100.0,50.0,500.0,15,64,Width,0.0,4.0
U,2017-05-30,400.0,150.0,50.0,500.0,4,64,Width,0.0,8.0
U,2017-05-30,400.0,150.0,50.0,500.0,11,16,Width,0.0,2.0
U,2017-05-30,400.0,150.0,50.0,500.0,13,64,Width,0.0,2.0
U,2017-05-30,400.0,200.0,50.0,500.0,4,64,Width,0.0,8.0
U,2017-05-30,400.0,250.0,50.0,500.0,4,64,Width,0.0,14.0
U,2017-05-31,400.0,100.0,50.0,500.0,15,64,Width,0.0,15.0
U,2017-05-31,400.0,100.0,50.0,500.0,15,96,,,1.0
U,2017-05-31,400.0,150.0,50.0,500.0,15,64,Width,0.0,8.0
U,2017-05-31,400.0,200.0,50.0,500.0,15,64,Width,0.0,8.0
U,2017-05-31,400.0,250.0,50.0,500.0,15,64,Width,0.0,8.0
U,2017-06-01,400.0,100.0,50.0,500.0,15,32,Width,0.0,8.0
U,2017-06-01,400.0,100.0,50.0,500.0,15,64,Width,0.0,8.0
U,2017-06-01,400.0,150.0,50.0,500.0,15,64,Width,0.0,8.0
U,2017-06-01,400.0,200.0,50.0,500.0,15,64,Width,0.0,8.0
U,2017-06-01,400.0,250.0,50.0,500.0,15,64,Width,0.0,8.0
U,2017-06-02,400.0,100.0,50.0,500.0,15,16,Width,0.0,8.0
U,2017-06-02,400.0,100.0,50.0,500.0,15,128,Width,0.0,8.0
U,2017-06-02,400.0,150.0,50.0,500.0,15,16,,,1.0
U,2017-06-02,400.0,150.0,50.0,500.0,15,128,Width,0.0,8.0
U,2017-06-02,400.0,200.0,50.0,500.0,15,128,Width,0.0,8.0
U,2017-06-02,400.0,250.0,50.0,500.0,15,128,Width,0.0,8.0
U,2017-06-05,400.0,100.0,50.0,500.0,15,16,Width,0.0,8.0
U,2017-06-05,400.0,100.0,50.0,500.0,15,128,Width,0.0,8.0
U,2017-06-05,400.0,150.0,50.0,500.0,15,16,Width,0.0,8.0
U,2017-06-05,400.0,200.0,50.0,500.0,15,16,Width,0.0,8.0
U,2017-06-05,400.0,250.0,50.0,500.0,15,16,Width,0.0,8.0
U,2017-06-06,400.0,100.0,50.0,500.0,15,16,Width,0.0,8.0
U,2017-06-06,400.0,100.0,50.0,500.0,15,128,Width,0.0,2.0
U,2017-06-06,400.0,150.0,50.0,500.0,15,16,Width,0.0,8.0
U,2017-06-06,400.0,200.0,50.0,500.0,15,16,Width,0.0,8.0
U,2017-06-06,400.0,250.0,50.0,500.0,15,16,Width,0.0,8.0
U,2017-06-07,400.0,100.0,50.0,500.0,15,16,Width,0.0,8.0
U,2017-06-07,400.0,100.0,50.0,500.0,15,128,Width,0.0,8.0
U,2017-06-07,400.0,150.0,50.0,500.0,15,16,Width,0.0,8.0
U,2017-06-07,400.0,200.0,50.0,500.0,15,16,Width,0.0,8.0
U,2017-06-07,400.0,250.0,50.0,500.0,15,16,Width,0.0,8.0
U,2017-06-08,400.0,100.0,50.0,500.0,15,16,Width,0.0,8.0
U,2017-06-08,400.0,150.0,50.0,500.0,15,16,Width,0.0,7.0
U,2017-06-08,600.0,150.0,50.0,500.0,15,16,Both,,9.0
U,2017-06-08,600.0,200.0,50.0,500.0,15,16,Width,0.0,8.0
U,2017-06-08,600.0,250.0,50.0,500.0,15,16,Width,0.0,8.0
U,2017-06-09,400.0,100.0,50.0,500.0,15,16,,,1.0
U,2017-06-09,400.0,100.0,50.0,500.0,15,32,Width,0.0,8.0
U,2017-06-09,400.0,150.0,50.0,500.0,15,32,Width,0.0,8.0
U,2017-06-09,400.0,200.0,50.0,500.0,15,32,Width,0.0,8.0
U,2017-06-09,400.0,250.0,50.0,500.0,15,32,Width,0.0,8.0
U,2017-06-13,400.0,100.0,50.0,500.0,15,16,,,1.0
U,2017-06-13,400.0,100.0,50.0,500.0,15,32,Width,0.0,8.0
U,2017-06-13,400.0,150.0,50.0,500.0,15,32,Width,0.0,8.0
U,2017-06-13,400.0,200.0,50.0,500.0,15,32,Width,0.0,8.0
U,2017-06-13,400.0,250.0,50.0,500.0,15,32,Width,0.0,8.0
U,2017-06-14,0.0,200.0,50.0,500.0,15,0,,,1.0
U,2017-06-14,0.0,200.0,50.0,500.0,15,32,Amp,0.0,16.0
U,2017-06-14,0.0,200.0,50.0,500.0,15,64,Amp,0.0,8.0
U,2017-06-15,0.0,100.0,50.0,500.0,15,16,,,1.0
U,2017-06-15,0.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-06-15,200.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-06-15,400.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-06-15,600.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-06-16,0.0,0.0,0.0,0.0,15,128,,,1.0
U,2017-06-16,0.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-06-16,0.0,100.0,50.0,500.0,15,128,Amp,0.0,8.0
U,2017-06-16,200.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-06-16,200.0,100.0,50.0,500.0,15,128,Amp,0.0,8.0
U,2017-06-16,400.0,100.0,50.0,500.0,15,64,Width,0.0,2.0
U,2017-06-16,400.0,100.0,50.0,500.0,15,128,Amp,0.0,8.0
U,2017-06-19,0.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-06-19,200.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-06-19,400.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-06-20,0.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-06-20,200.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-06-20,400.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-06-21,0.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-06-21,200.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-06-21,400.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-06-22,0.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-06-22,200.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-06-22,400.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-06-23,0.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-06-23,200.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-06-23,400.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-06-26,0.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-06-26,200.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-06-26,400.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-06-27,0.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-06-27,200.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-06-27,400.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-06-28,0.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-06-28,200.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-06-28,400.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-06-29,0.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-06-29,200.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-06-29,400.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-06-30,0.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-06-30,200.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-06-30,400.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-07-03,0.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-07-03,200.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-07-03,400.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-07-03,600.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-07-04,0.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-07-04,200.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-07-04,400.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-07-05,0.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-07-05,200.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-07-05,400.0,100.0,50.0,500.0,15,32,Amp,0.0,8.0
U,2017-07-05,600.0,100.0,50.0,500.0,15,32,Amp,0.0,3.0
U,2017-07-06,0.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-07-06,200.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-07-06,400.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-07-06,600.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
U,2017-07-11,0.0,100.0,50.0,500.0,15,16,Amp,0.0,8.0
